Positive	Negative	Text
1	-1	New study Sexual Behavior in Parked Cars Reported by Midwestern College Men and Women [12032126]
1	-1	New JSR study finds 14% of students sampled at small Midwestern university lost virginities in parked cars [12032126]
1	-1	That is nothing new [12032126]
1	-1	I knew (not carnally) a woman years ago who had sex only in cars--not her place, not yours, not a hotel, a car [12032126]
1	-1	In the Midwest, car sex is more common than you think  What are your thoughts on this experience? midwest carsex [12032126]
1	-2	Junk in the trunk Researchers survey college students about sexual experiences in parked cars psychology [12032126]
1	-1	Sexual Behavior in Parked Cars Reported by Midwestern College Men and Women [a] HT [12032126]
4	-1	60% Midwest students have had CarSex Typically w/ romantic partner (57%), in back seat (63%) in the country (56%) [12032126]
4	-1	60% Midwest students have had CarSex Typically w/ romantic partner (57%), in back seat (63%) in the country (56%) [12032126]
2	-1	Popped your cherry in the back of a Chevy? You might be midwestern! 60% of 'em have banged in a car! fuckfacts [12032126]
3	-1	BAhahaha, I think mine WAS in a Chevy! fuckfact [12032126]
1	-1	Influence of Community Disadvantage and Masculinity Ideology on  of Sexual Partners [12042770]
1	-2	Community disadvantage associated with increases in masculine attitudes, high sex partner , and higher STI risk [12042770]
1	-1	Influence of Community Disadvantage and Masculinity Ideology on  of Sexual Partners Young Adult, Rural Black Men [a [12042770]
1	-1	What's a True Gamer? Male Gamer Stereotype and Marginalization of female gamers  by Paassen Morgenroth [12064731]
2	-1	Check out our new paper on gender and gamer stereotypes! [12064731]
1	-1	Male gamer stereotype and the marginalization of women in video game culture gender [12064731]
1	-1	Jamaica, Three Years Later Effects of Intensified Pro-Gay Activism on Severe Prejudice Against Lesbians and Gay Men [12086365]
1	-1	Jamaica, Three Years Later Effects of Intensified Pro-Gay Activism on Severe Prejudice Against Lesbians and Gay Men  [12086365]
1	-1	Jamaica, 3 Yrs Later Effects of Intensified Pro-Gay Activism on Severe Prejudice Against Lesbians and Gay Men [a] [12086365]
1	-1	PWQ Podcast Adapting to Injustice Young Bisexual Womens Interpretations of Microaggressions [12090706]
1	-2	SAGEpsychology PWQ Podcast Adapting to Injustice Young Bisexual Womens Interpretations of Microaggressions [12090706]
1	-1	To listen to later [12090706]
1	-2	SAGEpsychology Adapting to Injustice Young Bisexual Womens Interpretations of Microaggressions PWQ4U [12090706]
1	-1	The Impact of Gender Stereotypes on Voting for Women Candidates by Level and Type of Office | Cambridge Core [12137897]
1	-1	MT   The Impact of Gender Stereotypes on Voting for Women Candidates by Level and Type of Office [12137897]
1	-1	Sex-related factors influence expression of mood-related genes in the basolateral amygdala differentially depending [12140865]
3	-1	Looks like a really interesting article [12318424]
2	-5	Concerned about rape / rape myth acceptance You might be interested in this [12318424]
1	-1	1/2 Contact with Counter-Stereotypical Women Predicts Less Sexism by   and [12318424]
1	-1	Contact with Counter-Stereotypical Women Predicts Less Sexism, Less Rape Myth Acceptance, Less Intention to Rape [12318424]
2	-5	My paper with   on rapemyth acceptance has been downloaded 1,417 times! Don't miss out read it here [12318424]
1	-1	Zinger is the last sentence [12346660]
1	-1	Boys Dont Work? On the Psychological Benefits of Showing Low Effort in High School [12346660]
1	-2	"Effortless acheiver" more popular than hard-worker Interesting result when combined w/ gender behavior perceptions [12346660]
2	-1	Male students invest less academic effort because effortless achievers are perceived more favorably [12346660]
2	-1	Male students invest less academic effort because effortless achievers are perceived more favorably [12346660]
1	-1	Boys Don t Work? On the Psychological Benefits of Showing Low Effort in High School [12346660]
1	-1	Study academic effort stereotyped as feminine [12346660]
1	-1	Relationship Between Endorsement of the Sexual Double Standard and Sexual Cognitions and Emotions HT [12373878]
1	-1	Relationship Between Endorsement of the Sexual Double Standard and Sexual Cognitions and Emotions HT @ [12373878]
1	-1	Moral Dilemmas of Transnational Migration Vietnamese Women in Taiwan gendersociety [12418711]
1	-1	McKinnon et al, Genderequality and economic empowerment in the Solomon Islands and Fiji a place-based approach, [12464911]
1	-1	Not a Real Period? Social and Material Constructions of Menstruation (a a l'air intressant, pdf anyone ?) [12469790]
1	-1	Not a Real Period? Social and Material Constructions of Menstruation (a a l'air intressant, pdf an [12469790]
2	-1	'Tis a mystery! [12469790]
2	-1	Hahaha - menstruation is a 'social construct' [12469790]
2	-2	this shits gone too damn fucking far like are you kidding me? i fucking can't anymore [12469790]
3	-1	Seriously, what are these guys researching on ? Not even some random university!    &lt- One of the best handles I follow! [12469790]
1	-1	Another candidate for Mensa Or is that "Menses"? [12469790]
2	-1	This is the world we live in lol [12469790]
2	-1	The more I look at these, the more weasel words pop out like pimples  SEEMS? At least they could use Active Fucking voice [12469790]
1	-1	"menstruation *seems* a self-evidently 'natural' bodily process" Emphasis mine, Quotes theirs Feminist science, ladies and gentlemen [12469790]
1	-4	This is why people hate "gender studies" [12469790]
1	-2	Does this mean that women can just refuse to menstruate? stupid [12469790]
1	-1	"Confused" seems an apt description [12469790]
2	-1	Ummm Biology [12469790]
1	-1	Is this real life? [12469790]
1	-4	BREAKING NEWS feminist "scholar" discovers bleeding out one's snatch is natural, and not actually caused by the evil Patriarchy! [12469790]
1	-1	Seriously? [12469790]
1	-1	Apparently Ms Hanson never got "the talk" from her parents [12469790]
2	-4	The "X is socially constructed" aka "who you gonna believe, your lying eyes?" doctrine has attacked simple provable truths fo [12469790]
1	-1	More proof that 70-90% of people in college should not be in college [12469790]
3	-1	Let's leave education to the left to handle, they said  It will be fine, they said [12469790]
1	-1	Psssh, EVERYBODY knows that periods are made up by the MANTRIARCHY FeministFriday [12469790]
1	-1	Menstruation "seems" to be natural despite being a social construct Das Spannungsfeld zw Biologie and Soziologie [12469790]
1	-1	Menstruation "seems" to be natural despite being a social construct Das Spannungsfeld zw Biologie and [12469790]
1	-1	MyHeadIsFullOfFuck [12469790]
1	-1	Not an ivory tower, not at all [12469790]
1	-4	did the RegressiveLeft murder all the biologists? Where did they all go? [12469790]
1	-4	This is why USC is such an awful school 0 intersectionality on campus [12469790]
3	-1	it came this far! in the 90's the joke went around that children thought milk was made in a factory feminismiscancer academizes this ! [12469790]
1	-2	GP This is why people think feminism is stupid Actually, this is why feminism is stupid [12469790]
1	-4	Gender and other grievance studies are turning out to be the cheapest non-invasive lobotomies you can get [12469790]
1	-1	Everybody knows that the menstrual cycle is a patriarchal construction no? [12469790]
1	-2	Weird, but what is "menstrual supression"? Claims to look at def from biology to society?? [12469790]
1	-1	Not a "Real" Period? Social and Material Constructions of Menstruation gendersociety [12469790]
1	-2	No point to this beyond funneling taxpayer dollars through the grant system Otherwise I could happy thought my social construct period away [12469790]
1	-1	I don't even know what this is [12469790]
3	-1	Wow just wow These feminists are the new Scientologists Scientology sciencefiction [12469790]
2	-1	Brilliant   spot on academic research over whether menstruation is a 'natural bodily process' or a social construction [12469790]
2	-1	menstruation is like just your opinion man [12469790]
1	-1	According to new feminists I wouldn't have a period if I wasn't 'socialized' to do so [12469790]
1	-1	Menstruation is a social construct Really [12469790]
1	-2	There are parts of the university I won't mind seeing burned when civilization collapses NewDarkAge [12469790]
1	-1	This is why I'm not a fan of how feminists have deconstructed terminology it renders words impractical to use [12469790]
1	-4	Why do gender scholars hate science? [12469790]
1	-1	Feminists don't like anything that has the word men in it [12469790]
1	-3	Periods are a social construct? WHAT THE ACTUAL HELL?! [12469790]
1	-1	ClassicNRPR Menstruation is a social construct [12469790]
1	-1	RealPeerReview Hoax paper on how menstruation is just a social construct Oh wait [12469790]
1	-1	yes since menstruation is a social construct too ) [12469790]
2	-1	Please tell me Katie Hasson is only employed by USC as a comedy writer [12469790]
1	-1	are you in a sociology department or does Katie Hasson teach comedy writing? [12469790]
1	-1	Hoax paper on how menstruation is just a social construct Oh wait [12469790]
1	-1	Here's a paper from the top-ranked gender studies journal Menstrual periods are a social construct Enjoy [12469790]
1	-2	Gender scholar confused about why menstruation seems to be a natural thing despite what feminist theory says [12469790]
1	-1	Here's a paper in the top-ranked journal in gender studies claiming menstrual periods are social constructs [12469790]
1	-1	Here's a paper in the top-ranked journal in gender studies claiming menstrual periods are social constructs bc BC [12469790]
1	-3	Making women aware of their gender (vs personal) identity, makes them more likely to notice and confront sexism [12474676]
1	-4	What the fuck does this even mean?   "Prog "you have a vag'  "Chick "zomg muh oppression!" [12474676]
1	-1	Perceiving and Confronting Sexism The Causal Role of Gender Identity Salience [12474676]
1	-2	SAGEpsychology Perceiving and Confronting Sexism The Causal Role of Gender Identity Salience PWQ4U [12474676]
1	-1	Sex and Drugs and Starting School [12521331]
1	-1	New study Differences in Precollege Alcohol-Related Sexual Risk Taking by Gender and Recent Blackout Activity [12521331]
1	-1	New study Differences in Precollege Alcohol-Related Sexual Risk Taking by Gender and Recent Blackout Activity   [12521331]
1	-2	For young women, blacking out from drinking --&gt higher risk for unwanted, unsafe, and regretted sex [12521331]
1	-1	Differences in Precollege Alcohol-Related Sexual Risk Taking by Gender and Recent Blackout Activity [a] HT [12521331]
1	-1	Exposure to Sexual Economics Theory Promotes a Hostile View of Heterosexual Relationships [12534775]
3	-1	Oh no I bet love has very less to do with SET It do not undermine gender relations It just explains it [12534775]
1	-3	As if the problems with Ego Depletion weren't enough, Roy Baumeister is now accused of promoting sexist ideology [12534775]
1	-2	Sexual marketplace "theory" so completely substantiated by human experience Only a "social scientist" would try to suppress it for feelz [12534775]
1	-2	SAGEpsychology Exposure to Sexual Economics Theory Promotes a Hostile View of Heterosexual Relationships PWQ4U [12534775]
1	-2	Boys more likely than girls to admit 'wrong-doing' on anonymous social media sites teens socialmedia digcit [12569354]
1	-2	BeAboveTheFray  MeganKMaas Boys more likely than girls to admit 'wrong-doing' on anonymous social media sites [12569354]
1	-1	Important studyPremigration Victimization Experiences of Sexual and Gender Minority Refugees and Asylees in US and Canada [12638750]
1	-1	Important studyPremigration Victimization Experiences of Sexual and Gender Minority Refugees and Asylees in US and Canada h [12638750]
1	-1	Premigration Victimization Sexual and Gender Minority Refugees and Asylees in US and Canada [a] HT   [12638750]
1	-1	Premigration Victimization Sexual and Gender Minority Refugees and Asylees in US and Canada [a] HT [12638750]
1	-1	Premigration Victimization Sexual and Gender Minority Refugees and Asylees in US and Canada [a] HT @ [12638750]
2	-1	Check out the summary of the Workshops which were held at the Sex and Gender Based Medicine Summit! [12666585]
1	-1	How to study the impact of sex and gender in medical research  Review of Resources [12667390]
1	-1	A review of SGBM Resources to help researchers study sex as a biological variable [12667390]
3	-1	Nice review of resources on how to study the impact of sex and gender in medical research! [12667390]
3	-1	Nice review of resources on how to study the impact of sex and gender in medical research!   [12667390]
1	-1	How to study the impact of sex and gender in medical research  Review of Resources    [12667390]
1	-1	Innovative levers for sustainable integration of gender medicine into medical school curricula [12682413]
2	-1	Check out this commentary from our SD   and   on integrating gender into medicalschool ! [12682413]
3	-1	Reconsidering Gendered Sex in Generalized AIDS Epidemic, Angotti and Sennett great work from longtime collaborator [12689478]
1	-1	Reconsidering Gendered Sexualities in a Generalized AIDS Epidemic gendersociety [12689478]
1	-1	Important online courses - Science of Sex and Gender in Human Health by NIH ORWH bsd [12731582]
1	-2	Prof Lisa Bowleg revolutionized intersectionality research by questioning separating women AND minorities [12958172]
1	-1	Sex and gender in medical education a national student survey via [12963351]
1	-1	No scientific evidence that gender identity is independent of biological sex Yours? [12963351]
3	-4	Caring practices the connection between logics of state and domestic violence in Cairo, by Christine E Smith [13049407]
2	-1	I'm so pleased to see Ruth Preser's new   paper about Israeli lesbians 'disappearing' in Berlin [13075473]
1	-1	Lost and found in Berlin identity, ontology and the emergence of Queer Zion by Ruth Preser [13075473]
1	-2	Very new and very faboulus publication on queer Israelis in Berlin by Ruth Preser [13075473]
1	-1	New article by   member   the role of social media in th online construction of male sexworkers [13217919]
1	-1	Follow exploring the role of social media in the online construction of male sex worker lives in Dublin, Ireland [13217919]
1	-1	Follow exploring the role of social media in the online construction of male sex worker lives in Dublin, Ireland  [13217919]
2	-1	An important read! Also check out   research paper on men in sexwork in Dublin research [13217919]
1	-1	Using Video to Increase Gender Bias Literacy Toward WomenInScience [13220287]
1	-1	Using Video to Increase GenderBias Literacy Toward WomeninScience [13220287]
1	-2	SAGEpsychology Using Video to Increase GenderBias Literacy Toward WomeninScience PWQ4U [13220287]
1	-1	Using Video to Increase Gender Bias Literacy Toward WomeninScience [13220287]
1	-1	Using Video to Increase Gender Bias Literacy Toward Women in Science | womeninscience STEM [13220287]
1	-1	My latest publication [13226301]
1	-1	When bodies do not fit an analysis of postgraduate fieldwork [13226301]
1	-1	When bodies do not fit an analysis of postgraduate fieldwork by Jokinen and Caretta [13226301]
1	-1	Ahh, more mesearch, this time as duet [13226301]
2	-4	These poor, oppressed post-graduate researchers! Jeopardizing their health for the sake of their work Oh the humanity! [13226301]
3	-1	Oh precious snowflake postgraduate scholars [13226301]
3	-4	Please stop! This jargon is too painful [13226301]
1	-1	Sexual Quality of Life and Aging A Prospective Study of a Nationally Representative Sample Journal of Sex Research [13260383]
1	-1	Sexual Quality of Life and Aging A Prospective Study of a Nationally Representative Sample Journal of Sex Research h [13260383]
1	-1	Sexual Quality of Life and Aging A Prospective Study of a Nationally Representative Sample [13260383]
1	-1	sexualwisdom comes* with older age  dataanalytics [13260383]
1	-2	Contrary to popular belief, under the right conditions sexual quality of life INCREASES w age, due to SexualWisdom [13260383]
1	-2	sorry- here's the link to the original JSR article [13260383]
1	-1	Sexual Quality of Life and Aging [a] SeualHealth Sexuality HT   Ageing [13260383]
2	-2	Older people prioritize quality sex, and they get it SCIENCE! Source [13260383]
1	-1	Sexual Quality of Life and Aging A Prospective Study of a Nationally Representative Sample - PubMed - NCBI [13260383]
2	-1	Sexual Wisdom Satisfaction with sex improves with age, as people prefer quality to quantity sexscience [13260383]
1	-1	Bridgework Globalization, Gender, and Service Labor at a Luxury Hotel gendersociety [13261526]
1	-1	New article by UO Prof Eileen Otis in   Bridgework Globalization, Gender and Service Labor at a Luxury Hotel [13261526]
1	-1	SWS 2015 Feminist Lecture The Gendered Geographies of Struggle The World Social Forum and It gendersociety [13261529]
1	-1	'Gendered Geographies of Struggle The World Social Forum and Overlapping Other Worlds' gender+development fem2 [13261529]
1	-1	Exploratory Factor Analysis and Psychometric Properties of the Sexual Coercion Inventory [13287892]
1	-1	Exploratory Factor Analysis and Psychometric Properties of the Sexual Coercion Inventory [a] HT @ [13287892]
1	-1	Exploratory Factor Analysis and Psychometric Properties of the Sexual Coercion Inventory [a] HT [13287892]
2	-1	Sexual history and attractiveness people want a mate with a bit of a past, but not too much gender relationships [13306502]
2	-1	Sexual history and attractiveness people want a mate with a bit of a past, but not too much ge [13306502]
1	-1	Sexual History and Present Attractiveness People Want a Mate With a Bit of a Past, But Not Too Much  The aim of [13306502]
1	-1	Sexual History and Present Attractiveness People Want a Mate With a Bit of a Past, But Not Too Much   ht [13306502]
1	-1	Sexual History and Present Attractiveness People Want Mate w/ a Bit of a Past, But Not Too Much [13306502]
1	-1	Sexual History and Present Attractiveness People Want Mate w/ a Bit of a Past, But Not Too Much ht [13306502]
1	-1	Participants were more willing to get involved with an individual who'd had more sexual partners - up to a point [13306502]
1	-1	Men and women's desire for sexual experience in an opposite-sex partner are very similar for long-term relationships [13306502]
1	-1	Sexual History and Present Attractiveness People Want a Mate With a Bit of a Past, But Not Too Much |by [13306502]
2	-3	Ppl want mates w/ a bit of a "past", but not too much Tho sluttier ppl more tolerant of partner's promiscuity [13306502]
1	-1	Sexual History and Present Attractiveness (I) by   et al [13306502]
1	-1	Sexual History and Present Attractiveness (II) by   et al [13306502]
1	-1	Sexual History and Present Attractiveness People Want a Mate With a Bit of a Past, But Not Too Much |by   htt [13306502]
2	-1	Both men and women view someone with a larger number of past sexual partners as a less attractive option for a rel [13306502]
1	-1	Both men and women view someone with a larger number of past sexual partners as a less att [13306502]
2	-1	Science Both men and women view someone with a larger number of past sexual partners as a less attractive option  [13306502]
1	-3	Check page five to see if you're a slut who's gonna die alone I guess [13306502]
1	-1	Aqu el paper Sexual History and Present Attractiveness People Want a Mate With a Bit of a Past, But Not Too Much [13306502]
1	-1	Aqu el paper Sexual History and Present Attractiveness People Want a Mate With a Bit of a Past, But Not Too Much  [13306502]
1	-1	Clicking on the paper the piece was based on - this is in the second line [13306502]
1	-2	I've seen nothing but sensationalist clickbait and Assad-apologism in   this last year, turns out they also do bad science [13306502]
1	-1	it's here - is that the one you read? Haven't looked at it myself yet [13306502]
4	-1	How no of partners an individual's had, affects willingness to get romantically involved with that individual [13306502]
2	-1	Inverse correlation between sexual partner history and perceived attractiveness [13306502]
1	-1	Sexual History and Present Attractiveness Ppl Want a Mate with a Bit of a Past, But Not Too Much [a] HT [13306502]
1	-1	Sexual History and Present Attractiveness Ppl Want a Mate with a Bit of a Past, But Not Too Much [a] [13306502]
1	-2	Both men and women are reluctant to get into a long-term relationship with someone with "an extensive sexualhistory" [13306502]
2	-2	Interesting empirical study as it's often (erroneously) assumed that having had multiple sexual partners is an attractive trait in men [13306502]
1	-1	A new study shows that people want a partner with a bit of a past, but not -too- much of a past [13306502]
1	-1	briandavidearp  kinseyinstitute A new study shows that people want a partner with a bit of a past, but not -to [13306502]
1	-1	Sexual History and Present Attractiveness People Want a Mate With a Bit of a Past, But Not Too Much [13306502]
2	-1	Scientific Discovery People are less attracted to someone with over 20 sexual partners compared to less than 10 [13306502]
1	-1	New Research - Sexual History and Present Attractiveness People Want a Mate With a Bit of a Past, But Not Too Much [13306502]
1	-1	Men and women's desire for sexual experience in an opposite-sex partner are very similar for long-term relationships htt [13306502]
1	-1	Sexual History and Present Attractiveness People Want a Mate With a Bit of a Past, But Not Too Much [a] [13306502]
1	-1	NEW The negotiation of gender subjectivities in Indonesia and the Philippines OpenAccess [13367025]
1	-1	Migrant mothers, left-behind fathers the negotiation of gender subjectivities in Indonesia and the Philippines [13367025]
1	-1	Migrant mothers, left-behind fathers the negotiation of gender subjectivities in Indonesia and the Philippines  [13367025]
3	-1	Glad to see another positive review of mineand   book on Women and Combat Sports wmma martialarts boxing [13385009]
3	-1	Glad to see another positive review of mineand   book on Women and Combat Sports wmma [13385009]
2	-1	Who needs the Women and Peace Hypothesis? My new article is out! IFJP [13468874]
3	-1	A love story for Buddy System research in the academy | Patricia Lopez and Kathryn Gillespie | [13472014]
3	-1	A love story for Buddy System research in the academy by P J Lopez and [13472014]
1	-1	Now on   Lebreton Peralta Allen-Collinson Wiley French sports students gender and alcohol [13551169]
1	-1	research on gender alcohol and sport nexus in french Students StudentAthletes published by [13551169]
1	-1	Associations of Bisexual-Specific Minority Stress and Health in Cisgender and Transgender Adults w Bisexual Orientation [13554597]
1	-3	Study shows that bisexual people experience worse health than other sexual minorities due to prejudice and stigma [13554597]
1	-1	Assoc of Bisexual-Specific Minority Stress and Hlth Among Cisgender and Transgender Adults w Bisexual Orientation [a] [13554597]
1	-1	Assoc of Bisexual-Specific Minority Stress and Hlth Among Cisgender and Transgender Adults w Bisexual Orientation [a]  [13554597]
1	-3	Study shows that bisexual people experience worse health than other sexual minorities due to prejudice and stigma   htt [13554597]
1	-1	The effects of Sex and Gender-Role Characteristics on Facets of Sociosexuality in Heterosexual Young Adults [13587765]
2	-1	Ooookay This is good insight, even if I don't study sex ) [13587765]
1	-1	CasualSex Personality VenusMars [13587765]
1	-1	Women (and men) w/ more male-typical personality have more CasualSex than peers lower on psychological masculinity [13587765]
1	-1	Sexuality has much more to do with personality than people realize [13587765]
1	-1	Not very surprising to say the least [13587765]
1	-1	Yes See also [13587765]
1	-1	Effects of Sex and Gender-Role Characteristics on Facets of Sociosexuality in Heterosexual Young Adults [a HT [13587765]
1	-1	Effects of Sex and Gender-Role Characteristics on Facets of Sociosexuality in Heterosexual Young Adults [a [13587765]
1	-1	Measuring Sexual Motives A Test of the Psychometric Properties of the Sexual Motivations Scale [13646574]
1	-1	Measuring Sexual Motives Test of Psychometric Properties of the Sexual Motivations Scale [a] HT [13646574]
1	-1	Measuring Sexual Motives Test of Psychometric Properties of the Sexual Motivations Scale [a] HT @ [13646574]
1	-1	Gender is innately biological [13661571]
1	-1	The known differences in cardiovascular performance between the sexes already start in utero bsd [13661571]
1	-3	In utero origin of sex-related differences in future cardiovascular disease bsd [13661571]
1	-1	Postnatal Depression The Role of Breastfeeding Efficacy, Breastfeeding Duration, and FamilyWork Conflict    [13671967]
1	-2	SAGEpsychology Postnatal Depression The Role of Breastfeeding Efficacy, Breastfeeding Duration, and FamilyWor [13671967]
1	-1	Postnatal Depression The Role of Breastfeeding Efficacy, Breastfeeding Duration, and FamilyWork Conflict [13671967]
1	-1	Book Review The Palgrave handbook of the psychology of sexuality and gend Psychiatry | [13672034]
1	-1	Book Review The Palgrave handbook of the psychology of sexuality and gend Psychiatry | htt [13672034]
1	-1	Book Review The Palgrave handbook of the psychology of sexuality and gend Ps by induspsych via [13672034]
1	-1	The Unique Effects of Fathers Warmth on Adolescents Positive Beliefs and Behaviors [13697511]
3	-1	Science A father's warmth towards teenagers predicts their positive beliefs and varies by gender, boosting the ma [13697511]
3	-1	A father's warmth towards teenagers predicts their positive beliefs and varies by gender, boosting the math grades [13697511]
3	-1	A father's warmth towards teenagers predicts their positive beliefs and varies by gender,  [13697511]
1	-1	Marie-Anne Suizzo publishes new research on the effects of fathers' warmth on adolescent behavior and attitudes [13697511]
1	-1	fatherfact [13697511]
1	-2	Dad's warmth and acceptance has impact on emotional and academic dvlpmnt among kids in LowIncome families ~study [13697511]
3	-1	'On becoming a feminist psychologist' Riger (2016) Great newly published prize-winning a [13712150]
1	-1	What does it mean to be a feminist psychologist? [13712150]
1	-1	Men and menstruation Qualitative exploration of beliefs, attitudes and experiences menstruationmatters menshealth [13793230]
1	-1	Study men's views on menstruation shaped by educational, relational, and socio-cultural factors reproductivehealth [13793230]
1	-1	Want to know more about intersectionality in quantitative research?  Nicole Else-Quest SSS2016 [13826035]
3	-1	Great experimental study on school bullying [13869933]
1	-1	noschoolviolence noviolence school bullying mentalhealth [13869933]
1	-1	About a third of the participants reported having made out with someone just for "publicity" reasons [13878570]
2	-4	Women slut shamed for performative sex -they seek fun , and signs that they in relationship  [13878570]
1	-1	Wanting to Be Seen Young Peoples Experiences of Performative Making Out new study in JSR [13878570]
1	-1	Wanting to Be Seen Young Peoples Experiences of Performative Making Out--new study in JSR [13878570]
1	-1	1/3 undergrads have made out publicly for an audience Men's reputations more often enhanced women's damaged by it [13878570]
1	-1	Wanting to Be Seen Young People's Experiences of Performative Making Out [a] HT [13878570]
1	-1	Article Rethinking Strength Black Womens Perceptions of the Strong Black Woman Role via [13893236]
1	-1	Willingness to Engage in Consensual Nonmonogamy Analysis of Sexual Identity, Casual Sex Attitudes and Gender [13935633]
1	-1	Willingness to Engage in Consensual Nonmonogamy Analysis of Sexual Identity, Casual Sex Attitudes and Gender   h [13935633]
2	-1	Interest in open rltnshps linked to more experimentation, sexual identity exploration, and openness to CasualSex [13935633]
2	-1	"THE WILD PAY!" -Alice Cooper [13935633]
1	-1	Willingness to Engage in Consensual Nonmonogamy among Emerging Adults Sexual ID, Casual Sex Attitudes and Gender [a] [13935633]
1	-1	Willingness to Engage in Consensual Nonmonogamy among Emerging Adults Sexual ID, Casual Sex Attitudes and Gender [a]  [13935633]
1	-1	Bud-Sex Constructing Normative Masculinity among Rural Straight Men That Have Sex With Men Via [13948903]
1	-1	Gender and Society Bud-Sex [13948903]
3	-1	Interesting!! RuralWhiteMales BudSex [13948903]
1	-3	Bud-Sex Great paper re married men framing sex w/ men as less threatening 2 marriage than extramarital sex w/ women [13948903]
1	-2	genderstudies  you can't make this shit up Rural Straight Men That Have Sex With Men [13948903]
1	-1	New research on heterosexual-identified men who have sex with men sogintersections sogsexuality [13948903]
1	-1	Bud-Sex, constructing narratives for straight white men sex with straight white men sociology [13948903]
1	-1	"Bud-Sex Constructing Normative Masculinity among Rural Straight Men That Have Sex With Men" [13948903]
1	-1	A lot of animals are both predators AND prey How was this accounted for? [13991526]
1	-1	an actual genderstudy [13991526]
1	-1	Would you rather be a predator or a prey animal? The answer says surprisingly much about you personality [13991526]
1	-1	I rather have lunch than be lunch [13991526]
1	-1	One of the biggest male-female personality differences men identify as predators, women as prey [13991526]
2	-1	One of the best reviews on sex-differential biology of autism that I've ever read, by Donna Werling  bsd [14167592]
1	-1	ASF postdoctoral fellow Dr Donna Werling summarizes what is known about why less females are diagnosed with autism [14167592]
2	-1	41 rates of male to female diagnosis for autism interesting pathology [14167592]
1	-1	ASF postdoctoral fellow Dr Donna Werling summarizes what is known about why less females are diagnosed with autism ht [14167592]
1	-2	The role of sex-differential biology in risk for autism spectrum disorder bsd [14167592]
2	-1	One of the best reviews on sex-differential biology of autism that I've ever read, by Donna Werling [14167592]
1	-2	The role of sex-differential in risk for autism spectrum disorder bsd sexandgender [14167592]
2	-1	Science! "Nerds stay Virgins Longer"  Facts look consistent w/ Chateau SMV scale even if explanation is not [14185676]
1	-2	Adolescents in the lowest AND highest cognitive ability group were the least likely to already have had sex [14185676]
2	-1	Science! "Nerds stay Virgins Longer"  Facts look consistent w/ Chateau SMV scale even if explanation is not   [14185676]
2	-2	Individuals with lower IQ have less sex than those with average IQ, controlling for confounds hmmm [14185676]
2	-2	Neuro_Skeptic Individuals with lower IQ have less sex than those with average IQ, controlling for confounds hmmm [14185676]
1	-2	Neuro_Skeptic Individuals with lower IQ have less sex than those with average IQ, controlling for confounds  [14185676]
1	-2	individuals in the lowest cognitive ability group had significantly lower odds of experiencing each type of sex [14185676]
2	-1	interesting  interesting  go on [14185676]
1	-2	Individuals with lower IQ have less sex than those with average IQ, controlling for confounds hm [14185676]
1	-2	Both high IQ and low IQ young adults more likely be virgins in their late 20s than those with average IQ [14185676]
1	-1	The Relationship B/w Cognitive Ability and Experiences of Vaginal, Oral and Anal Sex in the US [14185676]
1	-2	Ppl w/ low cognitive ability less likely to have had vaginal, oral or anal sex than ppl w/ average IQ [14185676]
1	-1	"individuals in the highest cognitive ability group had  significantly lower odds of exp vaginal intercourse" [14185676]
1	-1	Higher cognitive ability -&gt more sex (N = 13,845) (via  ) [14185676]
1	-1	How do sexual practices correlate with cognitive ability? [14185676]
3	-1	Is smart the new sexy ? [14185676]
1	-1	The Relationship Between Cognitive Ability and Experiences of Vaginal, Oral, and Anal Sex in the United States [14185676]
1	-1	The Relationship Between Cognitive Ability and Experiences of Vaginal, Oral, and Anal Sex [14185676]
1	-1	This is some proper research Relationship Between Cognitive Ability and Experiences of Vaginal, Oral, and Anal Sex [14185676]
